time,temperature_2m,apparent_temperature,precipitation_probability,precipitation (mm),rain (mm)
2023-10-06T18:00,30.4,34.6,0,0.00,0.00
2023-10-06T19:00,28.8,33.0,0,0.00,0.00
2023-10-06T20:00,27.7,31.6,0,0.00,0.00
2023-10-06T21:00,26.8,30.6,0,0.00,0.00
2023-10-06T22:00,26.2,29.8,0,0.00,0.00
2023-10-06T23:00,25.6,29.3,0,0.00,0.00
2023-10-07T00:00,25.3,28.8,0,0.00,0.00
2023-10-07T01:00,24.9,28.3,0,0.00,0.00
2023-10-07T02:00,24.6,27.7,0,0.00,0.00
2023-10-07T03:00,24.2,27.2,0,0.00,0.00
2023-10-07T04:00,23.9,26.9,0,0.00,0.00
2023-10-07T05:00,24.0,27.0,0,0.00,0.00
2023-10-07T06:00,23.7,26.8,0,0.00,0.00
2023-10-07T07:00,24.5,27.6,0,0.00,0.00
2023-10-07T08:00,26.9,30.6,0,0.00,0.00
2023-10-07T09:00,29.8,33.1,0,0.00,0.00
2023-10-07T10:00,32.0,36.1,0,0.00,0.00
2023-10-07T11:00,32.6,37.4,0,0.00,0.00
2023-10-07T12:00,34.0,39.0,0,0.00,0.00
2023-10-07T13:00,34.9,39.7,0,0.00,0.00
2023-10-07T14:00,35.5,39.6,0,0.00,0.00
2023-10-07T15:00,35.6,38.4,0,0.00,0.00
2023-10-07T16:00,35.3,38.0,0,0.00,0.00
2023-10-07T17:00,33.6,37.9,0,0.00,0.00
2023-10-07T18:00,31.5,36.3,0,0.00,0.00
2023-10-07T19:00,29.8,34.9,0,0.00,0.00
2023-10-07T20:00,28.7,33.8,0,0.00,0.00
2023-10-07T21:00,27.9,32.9,0,0.00,0.00
2023-10-07T22:00,27.3,32.3,0,0.00,0.00
2023-10-07T23:00,26.9,32.1,0,0.00,0.00
2023-10-08T00:00,26.4,31.5,0,0.00,0.00
2023-10-08T01:00,25.9,31.1,0,0.00,0.00
2023-10-08T02:00,25.6,30.7,0,0.00,0.00
2023-10-08T03:00,25.4,30.4,0,0.00,0.00
2023-10-08T04:00,25.2,30.1,0,0.00,0.00
2023-10-08T05:00,25.1,30.2,0,0.00,0.00
2023-10-08T06:00,24.9,29.8,0,0.00,0.00
2023-10-08T07:00,25.8,31.0,0,0.00,0.00
2023-10-08T08:00,28.5,33.2,0,0.00,0.00
2023-10-08T09:00,30.5,33.5,0,0.00,0.00
2023-10-08T10:00,32.0,35.3,0,0.00,0.00
2023-10-08T11:00,33.1,37.4,0,0.00,0.00
2023-10-08T12:00,34.5,39.1,0,0.00,0.00
2023-10-08T13:00,35.3,39.8,0,0.00,0.00
2023-10-08T14:00,35.8,39.6,0,0.00,0.00
2023-10-08T15:00,35.9,38.7,0,0.00,0.00
2023-10-08T16:00,35.5,38.3,0,0.00,0.00
2023-10-08T17:00,34.3,38.6,0,0.00,0.00
2023-10-08T18:00,32.9,38.0,0,0.00,0.00
2023-10-08T19:00,31.8,37.0,0,0.00,0.00
2023-10-08T20:00,31.0,35.9,0,0.00,0.00
2023-10-08T21:00,30.2,35.1,0,0.00,0.00
2023-10-08T22:00,29.6,34.6,0,0.00,0.00
2023-10-08T23:00,28.6,34.1,0,0.00,0.00
2023-10-09T00:00,27.8,33.5,0,0.00,0.00
2023-10-09T01:00,27.7,33.6,0,0.00,0.00
2023-10-09T02:00,27.4,32.9,0,0.00,0.00
2023-10-09T03:00,27.3,32.8,0,0.00,0.00
2023-10-09T04:00,27.2,32.2,0,0.00,0.00
2023-10-09T05:00,27.1,32.4,0,0.00,0.00
2023-10-09T06:00,26.7,31.8,0,0.00,0.00
2023-10-09T07:00,27.3,31.9,0,0.00,0.00
2023-10-09T08:00,29.1,32.9,0,0.00,0.00
2023-10-09T09:00,30.7,33.4,0,0.00,0.00
2023-10-09T10:00,32.4,35.7,0,0.00,0.00
2023-10-09T11:00,33.7,38.8,0,0.00,0.00
2023-10-09T12:00,35.2,40.4,0,0.00,0.00
2023-10-09T13:00,36.3,40.0,0,0.00,0.00
2023-10-09T14:00,36.7,38.5,0,0.00,0.00
2023-10-09T15:00,36.5,38.0,0,0.00,0.00
2023-10-09T16:00,35.9,37.9,0,0.00,0.00
2023-10-09T17:00,34.7,37.9,0,0.00,0.00
2023-10-09T18:00,33.0,36.8,0,0.00,0.00
2023-10-09T19:00,31.0,35.2,0,0.00,0.00
2023-10-09T20:00,29.7,34.1,0,0.00,0.00
2023-10-09T21:00,29.3,33.7,0,0.00,0.00
2023-10-09T22:00,28.9,33.1,0,0.00,0.00
2023-10-09T23:00,28.3,33.3,0,0.20,0.00
2023-10-10T00:00,28.1,32.9,0,0.00,0.00
2023-10-10T01:00,27.8,32.2,0,0.00,0.00
2023-10-10T02:00,27.4,31.5,0,0.00,0.00
2023-10-10T03:00,27.0,31.3,0,0.00,0.00
2023-10-10T04:00,25.8,29.5,0,0.00,0.00
2023-10-10T05:00,25.8,29.7,0,0.00,0.00
2023-10-10T06:00,25.3,29.2,0,0.00,0.00
2023-10-10T07:00,25.6,29.4,0,0.00,0.00
2023-10-10T08:00,26.4,30.6,0,0.00,0.00
2023-10-10T09:00,27.6,31.9,0,0.10,0.00
2023-10-10T10:00,29.7,33.3,0,0.00,0.00
2023-10-10T11:00,32.7,36.8,0,0.00,0.00
2023-10-10T12:00,33.7,37.8,0,0.00,0.00
2023-10-10T13:00,34.4,38.9,0,0.00,0.00
2023-10-10T14:00,34.8,38.8,0,0.00,0.00
2023-10-10T15:00,34.8,37.5,0,0.00,0.00
2023-10-10T16:00,34.0,36.5,0,0.00,0.00
2023-10-10T17:00,33.0,35.7,0,0.00,0.00
2023-10-10T18:00,30.6,34.4,0,0.00,0.00
2023-10-10T19:00,29.2,33.5,0,0.00,0.00
2023-10-10T20:00,27.9,32.1,0,0.00,0.00
2023-10-10T21:00,26.8,31.0,0,0.00,0.00
2023-10-10T22:00,26.0,30.1,0,0.00,0.00
2023-10-10T23:00,25.6,29.9,0,0.00,0.00
2023-10-11T00:00,25.0,29.1,0,0.00,0.00
2023-10-11T01:00,24.5,28.5,0,0.00,0.00
2023-10-11T02:00,24.1,27.9,0,0.00,0.00
2023-10-11T03:00,23.6,27.2,0,0.00,0.00
2023-10-11T04:00,23.2,26.8,0,0.00,0.00
2023-10-11T05:00,23.0,26.1,0,0.00,0.00
2023-10-11T06:00,22.7,25.8,0,0.00,0.00
2023-10-11T07:00,23.4,26.4,0,0.00,0.00
2023-10-11T08:00,25.6,28.1,0,0.00,0.00
2023-10-11T09:00,28.1,30.6,0,0.00,0.00
2023-10-11T10:00,30.5,33.2,0,0.00,0.00
2023-10-11T11:00,32.1,35.4,0,0.00,0.00
2023-10-11T12:00,33.5,36.1,0,0.00,0.00
2023-10-11T13:00,34.5,36.4,0,0.00,0.00
2023-10-11T14:00,34.8,35.8,0,0.00,0.00
2023-10-11T15:00,34.6,34.4,0,0.00,0.00
2023-10-11T16:00,33.8,33.7,0,0.00,0.00
2023-10-11T17:00,32.1,32.4,0,0.00,0.00
2023-10-11T18:00,29.6,30.7,0,0.00,0.00
2023-10-11T19:00,28.1,29.3,0,0.00,0.00
2023-10-11T20:00,26.9,28.2,0,0.00,0.00
2023-10-11T21:00,26.0,27.4,0,0.00,0.00
2023-10-11T22:00,25.2,26.6,0,0.00,0.00
2023-10-11T23:00,24.2,26.3,0,0.00,0.00
2023-10-12T00:00,23.5,25.7,0,0.00,0.00
2023-10-12T01:00,23.1,25.4,0,0.00,0.00
2023-10-12T02:00,22.8,25.3,0,0.00,0.00
2023-10-12T03:00,22.6,24.9,0,0.00,0.00
2023-10-12T04:00,22.2,24.4,0,0.00,0.00
2023-10-12T05:00,21.5,23.6,0,0.00,0.00
2023-10-12T06:00,21.4,23.4,0,0.00,0.00
2023-10-12T07:00,22.3,24.5,0,0.00,0.00
2023-10-12T08:00,24.4,27.0,0,0.00,0.00
2023-10-12T09:00,27.4,29.3,0,0.00,0.00
2023-10-12T10:00,29.9,32.1,0,0.00,0.00
2023-10-12T11:00,31.6,33.9,0,0.00,0.00
2023-10-12T12:00,32.8,35.1,0,0.00,0.00
2023-10-12T13:00,33.6,35.4,0,0.00,0.00
2023-10-12T14:00,34.0,35.0,0,0.00,0.00
2023-10-12T15:00,33.9,34.0,0,0.00,0.00
2023-10-12T16:00,33.2,33.5,0,0.00,0.00
2023-10-12T17:00,31.6,33.0,0,0.00,0.00
2023-10-12T18:00,29.1,31.2,0,0.00,0.00
2023-10-12T19:00,27.7,29.9,0,0.00,0.00
2023-10-12T20:00,26.3,28.3,0,0.00,0.00
2023-10-12T21:00,25.3,27.3,0,0.00,0.00
2023-10-12T22:00,24.6,26.7,0,0.00,0.00
2023-10-12T23:00,24.4,27.0,0,0.00,0.00
2023-10-13T00:00,24.2,26.7,0,0.00,0.00
2023-10-13T01:00,23.8,26.2,0,0.00,0.00
2023-10-13T02:00,23.5,26.0,0,0.00,0.00
2023-10-13T03:00,23.3,25.7,0,0.00,0.00
2023-10-13T04:00,23.1,25.6,0,0.00,0.00
2023-10-13T05:00,22.6,25.4,0,0.00,0.00
2023-10-13T06:00,22.3,25.1,0,0.00,0.00
2023-10-13T07:00,23.0,26.2,0,0.00,0.00
2023-10-13T08:00,26.2,29.7,0,0.00,0.00
2023-10-13T09:00,29.3,32.2,0,0.00,0.00
2023-10-13T10:00,31.6,34.9,0,0.00,0.00
2023-10-13T11:00,33.1,37.0,0,0.00,0.00
2023-10-13T12:00,34.3,38.1,0,0.00,0.00
2023-10-13T13:00,35.2,38.2,0,0.00,0.00
2023-10-13T14:00,35.4,37.2,0,0.00,0.00
2023-10-13T15:00,35.3,36.5,0,0.00,0.00
2023-10-13T16:00,34.6,36.0,0,0.00,0.00
2023-10-13T17:00,32.9,35.2,0,0.00,0.00
2023-10-13T18:00,30.3,33.5,0,0.00,0.00
2023-10-13T19:00,28.6,32.1,0,0.00,0.00
2023-10-13T20:00,27.5,31.1,0,0.00,0.00
2023-10-13T21:00,26.7,30.5,0,0.00,0.00
2023-10-13T22:00,26.1,29.8,0,0.00,0.00
2023-10-13T23:00,25.8,29.8,0,0.00,0.00
2023-10-14T00:00,25.5,29.5,0,0.00,0.00
2023-10-14T01:00,25.2,29.3,0,0.00,0.00
2023-10-14T02:00,24.9,28.9,0,0.00,0.00
2023-10-14T03:00,24.5,28.4,0,0.00,0.00
2023-10-14T04:00,24.1,27.9,0,0.00,0.00
2023-10-14T05:00,23.9,28.0,0,0.00,0.00
2023-10-14T06:00,23.7,27.8,0,0.00,0.00
2023-10-14T07:00,24.3,28.8,0,0.00,0.00
2023-10-14T08:00,26.8,31.4,0,0.00,0.00
2023-10-14T09:00,29.7,33.9,0,0.00,0.00
2023-10-14T10:00,32.2,35.8,0,0.00,0.00
2023-10-14T11:00,33.2,36.8,0,0.00,0.00
2023-10-14T12:00,34.4,37.8,0,0.00,0.00
2023-10-14T13:00,35.2,37.5,0,0.00,0.00
2023-10-14T14:00,35.3,36.1,0,0.00,0.00
2023-10-14T15:00,35.1,35.9,0,0.00,0.00
2023-10-14T16:00,34.5,35.4,0,0.00,0.00
2023-10-14T17:00,33.4,35.2,0,0.00,0.00
2023-10-14T18:00,30.8,33.2,0,0.00,0.00
2023-10-14T19:00,29.0,31.7,0,0.00,0.00
2023-10-14T20:00,27.9,30.8,0,0.00,0.00
2023-10-14T21:00,27.1,30.0,0,0.00,0.00
2023-10-14T22:00,26.6,29.7,0,0.00,0.00
2023-10-14T23:00,26.2,29.8,0,0.00,0.00
2023-10-15T00:00,25.8,29.3,0,0.00,0.00
2023-10-15T01:00,25.0,28.4,0,0.00,0.00
2023-10-15T02:00,24.5,27.9,0,0.00,0.00
2023-10-15T03:00,24.2,27.5,0,0.00,0.00
2023-10-15T04:00,24.0,27.3,0,0.00,0.00
2023-10-15T05:00,24.2,27.9,0,0.00,0.00
2023-10-15T06:00,23.8,27.4,0,0.00,0.00
2023-10-15T07:00,24.5,28.0,0,0.00,0.00
2023-10-15T08:00,26.9,30.7,0,0.00,0.00
2023-10-15T09:00,29.4,33.1,0,0.00,0.00
2023-10-15T10:00,31.6,34.6,0,0.00,0.00
2023-10-15T11:00,31.4,34.4,0,0.00,0.00
2023-10-15T12:00,32.7,36.3,0,0.00,0.00
2023-10-15T13:00,33.6,36.8,0,0.00,0.00
2023-10-15T14:00,34.1,36.3,0,0.00,0.00
2023-10-15T15:00,32.6,33.3,0,0.40,0.00
2023-10-15T16:00,30.9,32.5,0,0.20,0.00
2023-10-15T17:00,31.5,33.5,0,0.00,0.00
2023-10-15T18:00,29.0,32.3,0,0.00,0.00
2023-10-15T19:00,27.6,31.6,0,0.00,0.00
2023-10-15T20:00,26.7,30.8,0,0.00,0.00
2023-10-15T21:00,26.0,30.0,5,0.00,0.00
2023-10-15T22:00,25.0,28.9,11,0.00,0.00
2023-10-15T23:00,24.9,28.4,16,0.00,0.00
2023-10-16T00:00,24.2,27.1,36,0.00,0.00
2023-10-16T01:00,23.9,27.0,57,0.00,0.00
2023-10-16T02:00,23.6,26.7,77,0.00,0.00
2023-10-16T03:00,23.5,26.6,60,0.00,0.00
2023-10-16T04:00,23.3,26.3,43,0.00,0.00
2023-10-16T05:00,23.5,27.0,26,0.00,0.00
2023-10-16T06:00,23.4,26.7,31,0.00,0.00
2023-10-16T07:00,24.0,27.1,37,0.00,0.00
2023-10-16T08:00,25.2,28.1,42,0.00,0.00
2023-10-16T09:00,26.4,28.7,31,0.20,0.00
2023-10-16T10:00,25.2,27.8,21,0.90,0.00
2023-10-16T11:00,27.1,29.4,10,0.00,0.00
2023-10-16T12:00,26.9,28.7,17,0.00,0.00
2023-10-16T13:00,26.9,28.3,25,0.10,0.00
2023-10-16T14:00,26.7,27.8,32,0.00,0.00
2023-10-16T15:00,26.2,28.4,51,0.00,0.00
2023-10-16T16:00,25.6,27.8,71,0.00,0.00
2023-10-16T17:00,25.1,26.2,90,0.00,0.00
2023-10-16T18:00,24.2,26.1,91,0.00,0.00
2023-10-16T19:00,23.7,26.3,93,0.00,0.00
2023-10-16T20:00,23.5,26.4,94,0.00,0.00
2023-10-16T21:00,22.3,23.9,95,0.90,0.00
2023-10-16T22:00,21.6,24.1,96,0.30,0.30
2023-10-16T23:00,21.6,24.1,97,0.10,0.10
2023-10-17T00:00,21.7,23.7,72,0.10,0.10
2023-10-17T01:00,21.3,23.4,48,0.00,0.00
2023-10-17T02:00,20.9,23.1,23,0.00,0.00
2023-10-17T03:00,20.6,22.8,19,0.00,0.00
2023-10-17T04:00,20.1,22.1,14,0.00,0.00
2023-10-17T05:00,18.9,20.7,10,0.00,0.00
2023-10-17T06:00,18.8,20.7,12,0.00,0.00
2023-10-17T07:00,19.4,21.2,14,0.00,0.00
2023-10-17T08:00,20.8,22.5,16,0.00,0.00
2023-10-17T09:00,22.9,24.6,11,0.00,0.00
2023-10-17T10:00,25.5,26.6,5,0.00,0.00
2023-10-17T11:00,24.6,26.8,0,0.00,0.00
2023-10-17T12:00,26.1,28.2,0,0.00,0.00
2023-10-17T13:00,26.9,29.0,0,0.00,0.00
2023-10-17T14:00,27.3,28.9,0,0.00,0.00
2023-10-17T15:00,27.2,28.9,0,0.00,0.00
2023-10-17T16:00,26.7,28.2,0,0.00,0.00
2023-10-17T17:00,26.0,28.7,0,0.00,0.00
2023-10-17T18:00,25.0,28.2,0,0.00,0.00
2023-10-17T19:00,24.3,27.7,0,0.00,0.00
2023-10-17T20:00,23.4,26.5,0,0.00,0.00
2023-10-17T21:00,22.8,25.5,0,0.00,0.00
2023-10-17T22:00,22.1,24.8,0,0.00,0.00
2023-10-17T23:00,21.0,23.7,0,0.00,0.00
2023-10-18T00:00,20.6,23.1,0,0.00,0.00
2023-10-18T01:00,20.2,22.7,0,0.00,0.00
2023-10-18T02:00,19.9,22.3,0,0.00,0.00
2023-10-18T03:00,19.6,22.0,0,0.00,0.00
2023-10-18T04:00,19.3,21.6,0,0.00,0.00
2023-10-18T05:00,19.0,21.1,0,0.00,0.00
2023-10-18T06:00,18.8,20.7,0,0.00,0.00
2023-10-18T07:00,19.3,21.1,0,0.00,0.00
2023-10-18T08:00,21.0,22.4,0,0.00,0.00
2023-10-18T09:00,23.2,24.5,0,0.00,0.00
2023-10-18T10:00,25.4,26.4,0,0.00,0.00
2023-10-18T11:00,27.7,28.8,0,0.00,0.00
2023-10-18T12:00,28.8,29.6,0,0.00,0.00
2023-10-18T13:00,29.5,30.1,0,0.00,0.00
2023-10-18T14:00,29.8,29.9,0,0.00,0.00
2023-10-18T15:00,29.8,28.8,0,0.00,0.00
2023-10-18T16:00,29.2,28.2,0,0.00,0.00
2023-10-18T17:00,28.2,28.2,0,0.00,0.00
2023-10-18T18:00,26.1,26.9,0,0.00,0.00
2023-10-18T19:00,24.7,25.7,0,0.00,0.00
2023-10-18T20:00,23.5,24.7,0,0.00,0.00
2023-10-18T21:00,22.6,23.8,0,0.00,0.00
2023-10-18T22:00,21.8,23.0,0,0.00,0.00
2023-10-18T23:00,21.2,22.9,0,0.00,0.00
2023-10-19T00:00,20.6,22.3,0,0.00,0.00
2023-10-19T01:00,20.2,21.9,0,0.00,0.00
2023-10-19T02:00,19.7,21.4,0,0.00,0.00
2023-10-19T03:00,19.4,21.1,0,0.00,0.00
2023-10-19T04:00,19.0,20.7,0,0.00,0.00
2023-10-19T05:00,18.9,20.6,0,0.00,0.00
2023-10-19T06:00,18.6,20.2,0,0.00,0.00
2023-10-19T07:00,19.1,20.8,0,0.00,0.00
2023-10-19T08:00,20.9,22.3,0,0.00,0.00
2023-10-19T09:00,23.2,24.7,0,0.00,0.00
2023-10-19T10:00,25.4,27.2,0,0.00,0.00
2023-10-19T11:00,27.2,29.3,0,0.00,0.00
2023-10-19T12:00,28.2,29.9,0,0.00,0.00
2023-10-19T13:00,29.0,30.6,0,0.00,0.00
2023-10-19T14:00,29.4,30.2,0,0.00,0.00
2023-10-19T15:00,29.3,29.5,0,0.00,0.00
2023-10-19T16:00,28.9,29.1,0,0.00,0.00
2023-10-19T17:00,28.0,28.5,0,0.00,0.00
2023-10-19T18:00,26.3,27.5,0,0.00,0.00
2023-10-19T19:00,25.1,26.3,0,0.00,0.00
2023-10-19T20:00,23.8,24.9,0,0.00,0.00
2023-10-19T21:00,22.7,23.8,0,0.00,0.00
2023-10-19T22:00,21.9,23.0,0,0.00,0.00
2023-10-19T23:00,21.0,22.4,0,0.00,0.00
2023-10-20T00:00,20.5,21.9,0,0.00,0.00
2023-10-20T01:00,20.2,21.6,0,0.00,0.00
2023-10-20T02:00,19.8,21.2,0,0.00,0.00
2023-10-20T03:00,19.4,20.8,0,0.00,0.00
2023-10-20T04:00,19.1,20.5,0,0.00,0.00
2023-10-20T05:00,18.2,19.7,0,0.00,0.00
2023-10-20T06:00,18.0,19.5,0,0.00,0.00
2023-10-20T07:00,18.4,20.2,0,0.00,0.00
2023-10-20T08:00,21.1,22.9,0,0.00,0.00
2023-10-20T09:00,24.1,26.0,0,0.00,0.00
2023-10-20T10:00,26.6,28.7,0,0.00,0.00
2023-10-20T11:00,28.0,30.3,0,0.00,0.00
2023-10-20T12:00,29.0,31.2,0,0.00,0.00
2023-10-20T13:00,29.6,31.4,0,0.00,0.00
2023-10-20T14:00,29.8,30.8,0,0.00,0.00
2023-10-20T15:00,29.6,30.0,0,0.00,0.00
2023-10-20T16:00,28.9,29.5,0,0.00,0.00
2023-10-20T17:00,27.5,28.4,0,0.00,0.00
2023-10-20T18:00,25.6,27.2,0,0.00,0.00
2023-10-20T19:00,24.4,25.9,0,0.00,0.00
2023-10-20T20:00,23.3,24.8,0,0.00,0.00
2023-10-20T21:00,22.4,23.8,0,0.00,0.00
2023-10-20T22:00,21.8,23.1,0,0.00,0.00
2023-10-20T23:00,21.2,22.6,0,0.00,0.00
2023-10-21T00:00,20.4,21.7,0,0.00,0.00
2023-10-21T01:00,19.9,21.2,0,0.00,0.00
2023-10-21T02:00,19.3,20.4,0,0.00,0.00
2023-10-21T03:00,18.7,19.9,0,0.00,0.00
2023-10-21T04:00,18.3,19.5,0,0.00,0.00
2023-10-21T05:00,18.0,19.4,0,0.00,0.00
2023-10-21T06:00,17.5,19.0,0,0.00,0.00
2023-10-21T07:00,18.2,19.9,0,0.00,0.00
2023-10-21T08:00,21.0,23.1,0,0.00,0.00
2023-10-21T09:00,24.2,26.4,0,0.00,0.00
2023-10-21T10:00,26.9,29.5,0,0.00,0.00
2023-10-21T11:00,28.5,31.4,0,0.00,0.00
2023-10-21T12:00,29.5,32.1,0,0.00,0.00
2023-10-21T13:00,30.3,32.3,0,0.00,0.00
2023-10-21T14:00,30.5,31.7,0,0.00,0.00
2023-10-21T15:00,30.3,30.5,0,0.00,0.00
2023-10-21T16:00,29.6,29.7,0,0.00,0.00
2023-10-21T17:00,27.8,29.2,0,0.00,0.00
2023-10-21T18:00,25.3,27.0,0,0.00,0.00
2023-10-21T19:00,23.8,25.7,0,0.00,0.00
2023-10-21T20:00,22.9,24.7,0,0.00,0.00
2023-10-21T21:00,22.2,23.9,0,0.00,0.00
2023-10-21T22:00,21.7,23.3,0,0.00,0.00
2023-10-21T23:00,21.0,22.8,0,0.00,0.00
2023-10-22T00:00,20.4,22.2,0,0.00,0.00
2023-10-22T01:00,19.9,21.8,0,0.00,0.00
2023-10-22T02:00,19.5,21.3,0,0.00,0.00
2023-10-22T03:00,19.3,21.2,0,0.00,0.00
2023-10-22T04:00,19.0,20.9,0,0.00,0.00
2023-10-22T05:00,18.4,20.5,0,0.00,0.00
2023-10-22T06:00,17.9,19.9,0,0.00,0.00
2023-10-22T07:00,18.4,20.5,0,0.00,0.00
2023-10-22T08:00,21.3,23.7,0,0.00,0.00
2023-10-22T09:00,24.6,27.2,0,0.00,0.00
2023-10-22T10:00,27.0,29.3,0,0.00,0.00
2023-10-22T11:00,28.2,30.6,0,0.00,0.00
2023-10-22T12:00,29.1,31.1,0,0.00,0.00
2023-10-22T13:00,29.8,31.5,0,0.00,0.00
2023-10-22T14:00,30.1,30.8,0,0.00,0.00
2023-10-22T15:00,29.9,29.8,0,0.00,0.00
2023-10-22T16:00,29.2,29.0,0,0.00,0.00
2023-10-22T17:00,27.5,28.6,0,0.00,0.00
2023-10-22T18:00,25.4,26.9,0,0.00,0.00
2023-10-22T19:00,24.1,25.7,0,0.00,0.00
2023-10-22T20:00,23.2,24.8,0,0.00,0.00
2023-10-22T21:00,22.3,24.2,0,0.00,0.00
2023-10-22T22:00,21.6,23.9,0,0.00,0.00
2023-10-22T23:00,21.4,24.3,0,0.00,0.00
2023-10-23T00:00,21.1,23.9,0,0.00,0.00
2023-10-23T01:00,20.9,23.8,0,0.00,0.00
2023-10-23T02:00,20.5,23.4,0,0.00,0.00
2023-10-23T03:00,20.2,23.1,0,0.00,0.00
2023-10-23T04:00,19.9,22.6,0,0.00,0.00
2023-10-23T05:00,19.8,22.1,0,0.00,0.00
2023-10-23T06:00,19.3,21.7,0,0.00,0.00
2023-10-23T07:00,19.5,21.9,0,0.00,0.00
2023-10-23T08:00,21.9,24.2,0,0.00,0.00
2023-10-23T09:00,24.6,26.9,0,0.00,0.00
2023-10-23T10:00,26.8,29.2,0,0.00,0.00
2023-10-23T11:00,28.2,30.6,0,0.00,0.00
2023-10-23T12:00,29.1,31.4,0,0.00,0.00
2023-10-23T13:00,29.9,31.8,0,0.00,0.00
2023-10-23T14:00,30.2,31.3,0,0.00,0.00
2023-10-23T15:00,30.0,30.6,0,0.00,0.00
2023-10-23T16:00,29.4,30.0,0,0.00,0.00
2023-10-23T17:00,28.6,30.0,0,0.00,0.00
2023-10-23T18:00,26.7,28.4,0,0.00,0.00
2023-10-23T19:00,25.5,27.4,0,0.00,0.00
2023-10-23T20:00,24.4,26.3,0,0.00,0.00
2023-10-23T21:00,23.4,25.3,0,0.00,0.00
2023-10-23T22:00,22.7,24.6,0,0.00,0.00
2023-10-23T23:00,21.7,23.8,0,0.00,0.00
2023-10-24T00:00,21.0,23.1,0,0.00,0.00
2023-10-24T01:00,20.3,22.5,0,0.00,0.00
2023-10-24T02:00,19.7,21.9,0,0.00,0.00
2023-10-24T03:00,19.2,21.4,0,0.00,0.00
2023-10-24T04:00,18.7,20.8,0,0.00,0.00
2023-10-24T05:00,18.4,20.5,0,0.00,0.00
2023-10-24T06:00,18.2,20.3,0,0.00,0.00
2023-10-24T07:00,18.9,21.1,0,0.00,0.00
2023-10-24T08:00,21.7,24.0,0,0.00,0.00
2023-10-24T09:00,24.5,26.7,0,0.00,0.00
2023-10-24T10:00,27.2,29.9,0,0.00,0.00
2023-10-24T11:00,28.9,31.7,0,0.00,0.00
2023-10-24T12:00,29.9,32.2,0,0.00,0.00
2023-10-24T13:00,30.5,32.1,0,0.00,0.00
2023-10-24T14:00,30.7,31.7,0,0.00,0.00
2023-10-24T15:00,30.6,30.8,0,0.00,0.00
2023-10-24T16:00,29.9,30.1,0,0.00,0.00
2023-10-24T17:00,28.3,29.3,0,0.00,0.00
2023-10-24T18:00,26.2,27.8,0,0.00,0.00
2023-10-24T19:00,25.1,26.8,0,0.00,0.00
2023-10-24T20:00,24.3,26.1,0,0.00,0.00
2023-10-24T21:00,23.4,25.0,0,0.00,0.00
2023-10-24T22:00,22.3,23.8,0,0.00,0.00
2023-10-24T23:00,21.6,23.3,0,0.00,0.00
2023-10-25T00:00,20.6,22.2,0,0.00,0.00
2023-10-25T01:00,20.1,21.7,0,0.00,0.00
2023-10-25T02:00,19.6,21.2,0,0.00,0.00
2023-10-25T03:00,19.2,20.7,0,0.00,0.00
2023-10-25T04:00,18.9,20.4,0,0.00,0.00
2023-10-25T05:00,17.7,19.0,0,0.00,0.00
2023-10-25T06:00,17.2,18.5,0,0.00,0.00
2023-10-25T07:00,17.9,19.3,0,0.00,0.00
2023-10-25T08:00,21.0,22.6,0,0.00,0.00
2023-10-25T09:00,24.2,25.7,0,0.00,0.00
2023-10-25T10:00,27.0,29.2,0,0.00,0.00
2023-10-25T11:00,28.5,30.9,0,0.00,0.00
2023-10-25T12:00,29.6,31.7,0,0.00,0.00
2023-10-25T13:00,30.4,32.1,0,0.00,0.00
2023-10-25T14:00,30.7,31.8,0,0.00,0.00
2023-10-25T15:00,30.6,31.0,0,0.00,0.00
2023-10-25T16:00,30.0,30.3,0,0.00,0.00
2023-10-25T17:00,28.5,29.8,0,0.00,0.00
2023-10-25T18:00,26.6,28.2,0,0.00,0.00
2023-10-25T19:00,25.4,27.1,0,0.00,0.00
2023-10-25T20:00,24.2,25.9,0,0.00,0.00
2023-10-25T21:00,23.2,24.8,0,0.00,0.00
2023-10-25T22:00,22.7,24.3,0,0.00,0.00
2023-10-25T23:00,21.8,23.6,0,0.00,0.00
2023-10-26T00:00,21.0,22.7,0,0.00,0.00
2023-10-26T01:00,20.3,21.9,0,0.00,0.00
2023-10-26T02:00,19.5,21.0,0,0.00,0.00
2023-10-26T03:00,19.1,20.7,0,0.00,0.00
2023-10-26T04:00,18.7,20.3,0,0.00,0.00
2023-10-26T05:00,18.5,19.9,0,0.00,0.00
2023-10-26T06:00,18.1,19.4,0,0.00,0.00
2023-10-26T07:00,18.5,19.9,0,0.00,0.00
2023-10-26T08:00,21.1,22.4,0,0.00,0.00
2023-10-26T09:00,23.9,25.0,0,0.00,0.00
2023-10-26T10:00,26.6,28.4,0,0.00,0.00
2023-10-26T11:00,28.5,30.1,0,0.00,0.00
2023-10-26T12:00,29.6,31.4,0,0.00,0.00
2023-10-26T13:00,30.6,31.8,0,0.00,0.00
2023-10-26T14:00,31.0,31.3,0,0.00,0.00
2023-10-26T15:00,31.1,30.7,0,0.00,0.00
2023-10-26T16:00,30.5,29.9,0,0.00,0.00
2023-10-26T17:00,29.1,29.6,0,0.00,0.00
2023-10-26T18:00,27.6,28.5,0,0.00,0.00
